"estado","cidade","lat","lon"
CE,Gereraú (Itaitinga),-3.94721785,-38.53128635
CE,Giqui (Jaguaruana),-6.026146300000001,-42.97900655
CE,Girau (Aracati),-4.5690493,-37.822277150000005
CE,Grande Basílio (Palmácia),-4.140905350000001,-38.8378923
CE,Granja,-3.3270609666666666,-40.10319056666666
CE,Granjeiro,-5.24748265,-39.89600435
CE,Graça,-4.04367075,-40.764229900000004
CE,Groairas,-3.91134545,-40.37597805
CE,Guaiúba,-4.0789853,-38.649506233333334
CE,Guajiru (Fortim),-4.0895094,-38.16214265
CE,Guanacés (Cascavel),-4.13964455,-38.2896066
CE,Guaraciaba do Norte,-3.7058294666666662,-40.67059786666667
CE,Guaramiranga,-4.2617723000000005,-38.932969299999996
CE,Guararu (Caucaia),-3.7041337333333337,-38.82522456666666
CE,Guassi (Redenção),-4.68900485,-38.04403825
CE,Guassussê (Orós),-6.2923693,-38.9493091
CE,Guia (Boa Viagem),-5.1261826500000005,-39.7290898
CE,Guriú (Camocim),-2.84854245,-40.67648365
CE,Gázea (Ipueiras),-4.5430692,-40.71362275
CE,Hidrolândia,-10.698953249999999,-44.819491400000004
CE,Holanda (Tamboril),-4.8323976,-40.31981865
CE,Horizonte,-5.504929598865481,-39.46847749108589
CE,Iapi (Independência),-4.61532725,-39.392965950000004
CE,Iara (Barro),-7.104121299999999,-38.78065275
CE,Ibaretama,-4.7381252,-38.69444575
CE,Ibiapaba (Crateús),-9.706604,-46.2974161
CE,Ibiapina,-3.9035705499999995,-40.37687245
CE,Ibicatu (Várzea Alegre),-6.7929802,-39.3011441
CE,Ibicuitaba (Icapuí),-4.7187304999999995,-37.35090325
CE,Ibicuitinga,-4.976054749999999,-38.6375443
CE,Ibicuã (Piquet Carneiro),-4.78566585,-39.0044664
CE,Iborepi (Lavras da Mangabeira),-6.7958279,-38.96872635
CE,Ibuaçu (Boa Viagem),-4.97546135,-39.759619400000005
CE,Ibuguaçu (Granja),-3.41968675,-39.68341135
CE,Icapuí,-4.454360725000001,-37.673816625
CE,Icaraí (Amontada),-3.16255665,-39.67944395
CE,Icozinho (Icó),-6.4468144,-38.741816099999994
CE,Icó,-6.4007539,-38.859353299999995
CE,Ideal (Aracoiaba),-4.458846449999999,-38.68966155
CE,Igaroi (Orós),-6.2446668,-38.9156037
CE,Iguatu,-6.554421802536229,-39.486309210507216
CE,Iguaçu (Canindé),-4.3587016,-39.31428425
CE,Independência,-14.390200519999999,-45.8623531
CE,Ingazeiras (Aurora),-5.46385295,-38.792687900000004
CE,Ingazeiras (Ipu),-4.325604350000001,-40.707105299999995
CE,Inhamuns (Tauá),-5.886818,-40.087835150000004
CE,Inhuçu (São Benedito),-4.07929155,-40.8671631
CE,Ipaguaçú (Massapê),-3.51528335,-40.3076043
CE,Ipaporanga,-4.9031082,-40.76087245
CE,Ipaumirim,-6.7891764,-38.71862596666667
CE,Ipiranga (Boa Viagem),-5.12595365,-39.730848800000004
CE,Ipu,-4.114873466666666,-39.9999616
CE,Ipueiras,-6.12200883,-43.02720312
CE,Ipueiras dos Gomes (Canindé),-4.2099588,-39.854839850000005
CE,Iracema,-1.8543819,-50.065173075
CE,Irajá (Hidrolândia),-4.95340835,-39.8621458
CE,Irapuã (Crateús),-3.9869206999999998,-40.5918165
CE,Iratinga (Itapajé),-3.71937385,-39.59208365
CE,Irauçuba,-3.745595,-39.78384845
CE,Isidoro (Acopiara),-6.0893434,-39.51163685
CE,Itacima (Guaiúba),-4.77040635,-38.977126350000006
CE,Itacolomy (Uruburetama),-3.20992925,-40.01023515
CE,Itaguá (Campos Sales),-7.074251650000001,-40.37272405
CE,Itaipaba (Pacajus),-3.4844109999999997,-39.4875129
CE,Itaitinga,-6.035429585714286,-39.01780144285714
CE,Itaiçaba,-4.6977159,-37.82538075
CE,Itamaracá (Groairas),-3.9098015999999998,-40.3766188
CE,Itans (Itapiúna),-4.5632842,-38.9211504
CE,Itapajé,-3.6859333999999997,-39.59922022
CE,Itapebussu (Maranguape),-3.8853413000000003,-38.678614749999994
CE,Itapeim (Beberibe),-3.9583589999999997,-38.3243253
CE,Itapipoca,-3.45627012,-39.555217320000004
CE,Itapiúna,-4.56407365,-38.92200315
CE,Itapó (Pacatuba),-3.9295278,-38.6057798
CE,Itarema,-2.9303608666666663,-39.8826436
CE,Itatira,-4.5741708,-39.59606825
CE,Jaburuna (Ubajara),-3.8677517,-41.06243825
CE,Jacampari (Boa Viagem),-5.12621635,-39.73020915
CE,Jacarecoara (Cascavel),-4.12550245,-38.208842849999996
CE,Jacaúna (Aquiraz),-3.96699085,-38.377909700000004
CE,Jaguaretama,-5.544268150000001,-38.7509784
CE,Jaguaribara,-5.4599823,-38.4618745
CE,Jaguaribe,-5.8900901,-38.62188185
CE,Jaguaruana,-4.28084704,-38.27173448
CE,Jaguarão (Aracoiaba),-4.489895949999999,-38.72427355
CE,Jaibaras (Sobral),-3.73820115,-40.42529925
CE,Jamacaru (Missão Velha),-7.32959735,-39.1374827
CE,Jandrangoeira (Independência),-4.6367946,-39.47043295
CE,Jardim,-19.11192378,-50.85317894
CE,Jardim (Paracuru),-3.4454670500000004,-39.10274355
CE,Jardimirim (Jardim),-7.5854261,-39.279294
CE,Jati,-7.69136865,-38.9755757
CE,Jenipapeiro (Aracoiaba),-4.45126255,-38.76527055
CE,Jijoca de Jericoacoara,-2.8285846000000006,-40.493227733333335
CE,Jordão (Sobral),-3.6935884999999997,-40.353233200000005
CE,José de Alencar (Iguatu),-6.3804644,-39.2324215
CE,João Cordeiro (Santana do Acaraú),-3.4604963,-40.2078191
CE,Juatama (Quixadá),-5.025911949999999,-39.02842165
CE,Juazeiro de Baixo (Morada Nova),-5.123991500000001,-38.4686196
CE,Juazeiro do Norte,-7.123627875763479,-39.39002115139707
CE,Jubaia (Maranguape),-3.96709555,-38.6975516
CE,Jucá (Cariré),-4.00209935,-40.49533415
CE,Jucás,-6.48859285,-39.56733615
CE,Juritianha (Acaraú),-2.8943895499999996,-40.06192205
CE,Justiniano Serpa (Aquiraz),-3.9719509,-38.4403019
CE,Juá (Irauçuba),-3.8181378,-39.822380100000004
CE,Juá (Penaforte),-5.8477859,-38.826310649999996
CE,Juá (Quixadá),-4.35956545,-38.743798850000005
CE,Lacerda (Quixeramobim),-5.30484575,-39.32019975
CE,Ladeira Grande (Maranguape),-3.9439246499999996,-38.7419713
CE,Lages (Maranguape),-4.0064362,-38.75543545
CE,Lagoa Grande (Amontada),-3.16255665,-39.67944395
CE,Lagoa Grande (Barreira),-4.07182745,-39.0167816
CE,Lagoa Grande (Morada Nova),-5.2981903500000005,-38.84559815
CE,Lagoa Grande (Russas),-4.26879375,-38.3579094
CE,Lagoa da Cruz (Croatá),-4.4163724,-40.9078502
CE,Lagoa das Pedras (Crateús),-4.49399745,-39.59046605
CE,Lagoa de São João (Aracoiaba),-4.206140749999999,-38.52378335
CE,Lagoa do Barro (Barreira),-4.32789165,-38.5918741
CE,Lagoa do Carneiro (Acaraú),-3.3165185,-39.383523600000004
CE,Lagoa do Juvenal (Maranguape),-3.9559542,-38.74189185
CE,Lagoa do Mato (Itatira),-4.6341164500000005,-39.62265145
CE,Lagoa dos Crioulos (Salitre),-7.1998196,-40.3496894
CE,Lagoinha (Quixeré),-5.0786545499999995,-37.9495851
CE,Lambedouro (Viçosa do Ceará),-3.5670807,-41.0919197
CE,Lapa (Graça),-3.8935185499999996,-39.7125158
CE,Laranjeiras (Banabuiú),-4.04802905,-39.71703975
CE,Lavras da Mangabeira,-6.7513044,-38.964668950000004
CE,Lima Campos (Icó),-6.404029700000001,-38.905809899999994
CE,Limoeiro do Norte,-5.23666505,-38.38485415
CE,Lisieux (Santa Quitéria),-5.35525525,-39.729127
CE,Livramento (Ipueiras),-4.570713700000001,-40.674965400000005
CE,Logradouro (Santa Quitéria),-4.270598,-40.29309739999999
CE,Macambira (Poranga),-4.7454479,-40.9228796
CE,Macaraú (Santa Quitéria),-4.21246735,-40.29062385
CE,Macaóca (Madalena),-4.8074326,-39.52820185
CE,Maceió (Fortim),-7.0503598,-36.75369695
CE,Madalena,-4.852860850000001,-39.57547545
CE,Major Simplício (Nova Russas),-5.8395959,-37.6983387
CE,Majorlândia (Aracati),-4.5664058999999995,-37.76599725
CE,Malhada (Saboeiro),-4.628108,-40.20656405
CE,Malhada Grande (Santa Quitéria),-9.28016265,-46.038964199999995
CE,Mangabeira (Lavras da Mangabeira),-6.75792485,-39.043099100000006
CE,Manibu (Icapuí),23.70838855,-16.0317398
CE,Manituba (Quixeramobim),-5.2109706,-39.43322775
CE,Manoel Correia (Mombaça),-5.73947705,-39.6293205
CE,Manoel Guedes (Maranguape),-3.8993054000000003,-38.6808574
CE,Mapuá (Jaguaribe),-5.9536266,-38.650159
CE,Maracanaú,-3.8678454972922482,-38.681535005228746
CE,Maranguape,-3.9108978426940633,-38.81143981712331
CE,Maratoã (Deputado Irapuan Pinheiro),-5.88664235,-39.24174895
CE,Maravilha (Choró),-3.7691104500000003,-39.85502685
CE,Marco,-3.15390325,-40.199378100000004
CE,Marinheiros (Itapipoca),-3.499706,-39.5839241
CE,Marrecas (Tauá),-6.006798,-40.32617256666666
CE,Marrocos (Juazeiro do Norte),-7.2284727,-39.3121233
CE,Marruás (Tauá),-10.0636455,-46.07620215
CE,Martinslândia (Guaraciaba do Norte),-3.4771612999999997,-40.63092675
CE,Martinópole,-3.4497754499999997,-40.824293850000004
CE,Massapê,-3.5232571000000004,-40.34345775
CE,Mata Fresca (Aracati),-4.5621046,-37.766838750000005
CE,Matias (Pentecoste),-3.7933682,-39.2692602
CE,Matriz (Ipueiras),-4.558440900000001,-40.7662809
CE,Mauriti,-7.3855173999999995,-38.77338265
CE,Mel (Jucás),-6.42842585,-39.053198249999994
CE,Meruoca,-6.181638799999999,-47.450378900000004
CE,Miguel Xavier (Caririaçu),-5.4169307,-38.89500315
CE,Milhã,-5.6758527,-39.1952462
CE,Milton Belo (Aracoiaba),-4.10420605,-38.6381707
CE,Mineirolândia (Pedra Branca),-5.454406049999999,-39.7170061
CE,Miragem (Caririaçu),-7.043357500000001,-39.32811915
CE,Mirambé (Caucaia),-3.7080745000000004,-38.784418
CE,Miranda (Parambu),-5.01591015,-39.6618279
CE,Miraíma,-3.5511205500000003,-39.95541795
CE,Missi (Irauçuba),-3.68379745,-39.8018349
CE,Missão Nova (Missão Velha),-7.32887755,-39.136230850000004
CE,Missão Velha,-7.248781599999999,-39.14420135
CE,Mocambo (Guaraciaba do Norte),-4.1586852,-40.7477727
CE,Mocambo (Marco),-3.1194123,-40.212132350000005
CE,Moitas (Amontada),-3.16255665,-39.67944395
CE,Mombaça,-5.7419088,-39.6290799
CE,Monsenhor Tabosa,-4.79119095,-40.06423265
CE,Monte Alegre (Barro),-7.076909,-38.7697658
CE,Monte Alegre (Canindé),-4.0431172,-38.91981305
CE,Monte Alverne (Crato),-7.227488,-39.39501135
CE,Monte Castelo (Campos Sales),-5.40614275,-39.4429004
CE,Monte Castelo (Choró),-4.24378215,-38.9221717
CE,Monte Grave (Milhã),-4.6870595999999995,-38.88881255
CE,Monte Sion (Parambu),-6.74988735,-44.4320672
CE,Montenebo (Crateús),-9.706604,-46.2974161
CE,Morada Nova,-4.957850362499999,-38.424323175
CE,Moraújo,-3.45675185,-40.6866991
CE,Morrinhos,-11.93964746,-45.874562
CE,Morrinhos Novos (Guaraciaba do Norte),-4.167343750000001,-40.8036044
CE,Morro Branco (Itatira),-4.6190362,-39.5691841
CE,Mosquito (Amontada),-3.16255665,-39.67944395
CE,Mucambo,-3.8961209,-40.740995600000005
CE,Mulungu (Piquet Carneiro),-5.800589,-39.4174409
CE,Mumbaba (Massapê),-3.5509786,-40.3445466
CE,Mundau (Trairi),-3.51767555,-38.943980100000005
CE,Mundaú (Uruburetama),-3.20992925,-40.01023515
CE,Munguba (Trairi),-3.2851289,-39.29750465
CE,Muribeca (Santa Quitéria),-4.3253213,-40.1526484
CE,Mutambeiras (Santana do Acaraú),-3.4604963,-40.2078191
CE,Naraniu (Várzea Alegre),-6.7913875,-39.2971317
CE,Nascente (Amontada),-3.16255665,-39.67944395
CE,Nenenlândia (Quixeramobim),-5.32523445,-39.23907255
CE,Nossa Senhora do Livramento (Monsenhor Tabosa),-4.0438535,-39.66430915
CE,Nova Betânia (Farias Brito),-6.9068431,-39.5624974
CE,Nova Betânia (Nova Russas),-4.6666650999999995,-40.5406162
CE,Nova Floresta (Jaguaribe),-5.928253099999999,-38.7246578
CE,Nova Fátima (Ipueiras),-4.52205235,-40.76730085
CE,Nova Russas,-4.70567285,-40.5635331
CE,Nova Santa Cruz (Mauriti),-7.3866718,-38.7739947
CE,Nova Veneza (Ubajara),-3.8692037,-41.0192349
CE,Nova Vida (Ibaretama),-4.7979381,-38.7578936
CE,Novo Assis (Parambu),-5.0074937,-39.60056295
CE,Novo Horizonte (Ocara),-5.889924300000001,-39.027185849999995
CE,Novo Oriente,-4.6752303,-40.127966975
CE,Núcleo Colonial Pio XII (Guaiúba),-4.0420599,-38.633479550000004
CE,Ocara,-4.49033175,-38.5983739
CE,Oiticica (Crateús),-5.178204,-40.6695522
CE,Oiticica (Ibaretama),-4.765859900000001,-38.6298945
CE,Oiticica (Parambu),-6.249469400000001,-40.6850888
CE,Olho DÁgua (Mauriti),-7.3866718,-38.7739947
CE,Olho Dágua do Bezerril (Boa Viagem),-4.42624995,-39.12864775
CE,Olho-DÁgua da Bica (Tabuleiro do Norte),-5.340596400000001,-38.01780585
CE,Oliveiras (Tamboril),-4.9470171999999994,-40.30667235
CE,Orós,-5.1570708000000005,-38.920689466666666
CE,Pacajus,-4.17333545,-38.46304225
CE,Pacoti,-4.20990515,-38.9073975
CE,Pacujá,-3.98150645,-40.6982182
CE,Padre Cícero (Juazeiro do Norte),-7.2298819000000005,-39.327736900000005
CE,Padre Linhares (Massapê),-3.5099484,-40.426757949999995
CE,Padre Vieira (Viçosa do Ceará),-3.5701028,-41.20831275
CE,Pai João (Aratuba),-4.42778305,-39.020363399999994
CE,Pajeú (Araripe),-7.21277295,-40.13622765
CE,Palestina (Mauriti),-7.38596525,-38.7734282
CE,Palestina (Novo Oriente),-5.5743797,-40.765303
CE,Palestina (Orós),-6.28762325,-38.97356625
CE,Palestina do Norte (Meruoca),-3.5852504,-40.4516329
CE,Palhano,-4.74596105,-37.9610933
CE,Palmatória (Itapiúna),-4.5426990499999995,-38.96389805
CE,Palmácia,-4.1410814,-38.83757765
CE,Panacuí (Marco),-3.2048159,-40.33173835
CE,Papara (Maranguape),-3.9559542,-38.74189185
CE,Paracuru,-3.41178035,-39.0276182
CE,Paracuá (Uruoca),-3.26966245,-40.73464275
CE,Paraipaba,-3.43764535,-39.1482118
CE,Paraiso (Catunda),-4.64900045,-40.19973615
CE,Parajuru (Beberibe),-4.96423085,-38.87993565
CE,Parambu,-6.2496305,-40.684871900000005
CE,Paramoti,-4.1264033,-39.311018950000005
CE,Parapuí (Santana do Acaraú),-3.4604963,-40.2078191
CE,Parazinho (Granja),-3.451252,-39.723622399999996
CE,Paripueira (Beberibe),-4.2763139,-38.026070000000004
CE,Pascoal (Pacajus),-3.4844109999999997,-39.4875129
CE,Passagem (Chaval),-3.0786716,-41.2205911
CE,Passagem (Quixeramobim),-5.1611956,-39.4029269
CE,Passagem Funda (Aracoiaba),-4.5110173,-38.6949149
CE,Pasta (Solonópole),-4.77137865,-38.7606914
CE,Patacas (Aquiraz),-3.98728095,-38.39370385
CE,Patos (Sobral),-3.7430168999999998,-40.48921845
CE,Patos dos Liberatos (Chorozinho),-4.00863085,-38.512378350000006
CE,Patriarca (Sobral),-3.6958388500000003,-40.351260800000006
CE,Paus Branco (Madalena),-3.8238385,-40.04436045
CE,Paus Brancos (Quixeramobim),-5.1928464000000005,-39.29273775
CE,Pecém (São Gonçalo do Amarante),-3.564472125,-38.874291275
CE,Pedra Branca (Aracoiaba),-4.4418785,-38.75179775
CE,Pedra de Fogo (Sobral),-3.7430168999999998,-40.48921845
CE,Pedra e Cal (Ibaretama),-4.8163110499999995,-38.7166042
CE,Pedras (Morada Nova),-5.10517065,-38.3694689
CE,Pedras Brancas (Banabuiú),-4.52270075,-38.7841846
CE,Pedrinhas (Icó),-6.4026236,-38.8591633
CE,Peixe (Russas),-4.875049150000001,-38.0874969
CE,Peixe Gordo (Tabuleiro do Norte),-5.2700232499999995,-38.074809200000004
CE,Penaforte,-7.8299148,-39.0723971
CE,Penedo (Maranguape),-3.951777,-38.73742625
CE,Pentecoste,-3.79141775,-39.2703889
CE,Pereiro,-4.8691188499999996,-38.5335112
CE,Pernambuquinho (Guaramiranga),-4.2387072,-38.937982399999996
CE,Pessoa Anta (Granja),-3.23034975,-40.91136235
CE,Pindoguaba (Tianguá),-3.7301979000000003,-40.997516250000004
CE,Pindoretama,-4.0303264,-38.30389635
CE,Pio X (Umari),-6.63412175,-38.708049700000004
CE,Piquet Carneiro,-5.801580850000001,-39.417531600000004
CE,Pirangi (Ibaretama),-4.26052415,-38.6716427
CE,Pires Ferreira,-4.2450426,-40.6462983
CE,Pitombeira (Itapajé),-3.75978015,-39.5244596
CE,Pitombeiras (Cascavel),-4.2861358,-38.29460665
CE,Planalto (Arneiroz),-6.6694133,-40.28027405
CE,Plácido Martins (Aracoiaba),-14.00983245,-43.151742299999995
CE,Ponta da Serra (Crato),-7.2323531,-39.4124469
CE,Poranga,-4.7444056,-40.9233881
CE,Porfirio Sampaio (Pentecoste),-3.7933682,-39.2692602
CE,Porteiras,-6.82524115,-38.66991645
CE,Potengi,-7.093568,-40.02360085
CE,Poti (Crateús),-5.175701350000001,-40.668698
CE,Potiretama,-5.78229335,-38.2463266
CE,Poço (Brejo Santo),-7.4802456,-38.96227405
CE,Poço Comprido (Amontada),-3.2244045,-39.7755571
CE,Poço Comprido (Jaguaribara),-5.460121,-38.4629333
CE,Poço Doce (Paracuru),-8.8246473,-45.4778303
CE,Poço Grande (Jucás),-6.4880513,-39.5666855
CE,Poço Verde (Mucambo),-3.90870645,-40.7679654
CE,Poço da Onça (Miraíma),-3.55104415,-39.8520944
CE,Prata (Bela Cruz),-3.40213225,-39.39692405
CE,Pratiús (Pindoretama),-4.0308176,-38.2953016
CE,Prefeita Suely Pinheiro (Solonópole),-5.817184599999999,-39.10719985
CE,Prudente de Morais (Quixeramobim),-5.1920073,-39.2933955
CE,Quatiguaba (Viçosa do Ceará),-3.62049755,-41.079619949999994
CE,Queimados (Horizonte),-4.1191875,-38.48557955
CE,Quimami (Missão Velha),-7.32887755,-39.136230850000004
CE,Quincoé (Acopiara),-6.08647455,-39.513198349999996
CE,Quincuncá (Farias Brito),-6.896290499999999,-39.593502
CE,Quitaiús (Lavras da Mangabeira),-6.8108678000000005,-39.028383700000006
CE,Quiterianópolis,-4.8279979666666675,-40.6395946
CE,Quixada,-5.2083025,-39.2975011
CE,Quixadá,-5.277234571990737,-39.25804388449073
CE,Quixariú (Campos Sales),-7.0754509,-40.3694913
CE,Quixelô,-5.5997501000000005,-39.7029822
CE,Quixeramobim,-5.1957325999999995,-39.294667000000004
CE,Quixeré,-5.07384495,-37.99051525
CE,Rafael Arruda (Sobral),-3.7430168999999998,-40.48921845
CE,Raimundo Martins (Santa Quitéria),-4.0995721,-39.330020399999995
CE,Ramadinha (Ararendá),-4.74562845,-40.8693128
CE,Realejo (Crateús),-4.4615924,-39.65896135
CE,Redenção,-8.284073013333328,-49.71713282234232
CE,Repartição (Croatá),-4.41445145,-40.90463445
CE,Reriutaba,-4.142504150000001,-40.5821153
CE,Retiro (Uruburetama),-3.20957295,-40.00879315
CE,Riacho Grande (Araripe),-7.3005487,-40.17618385
CE,Riacho Verde (Quixadá),-4.9687704,-39.0201143
CE,Riacho Verde (Várzea Alegre),17.296414650000003,-15.069478199999999
CE,Riacho Vermelho (Iguatu),-6.30002975,-39.3081088
CE,Riachão (Miraíma),-3.55104415,-39.8520944
CE,Rinaré (Banabuiú),-4.52270075,-38.7841846
CE,Roldão (Morada Nova),-5.16933555,-38.4299225
CE,Rosário (Milagres),-7.305965499999999,-38.9630638
CE,Russas,-4.85834216,-38.54747044
CE,Sabiaguaba (Amontada),-3.16255665,-39.67944395
CE,Saboeiro,-6.4998859,-39.90216225
CE,Sacramento (Ipaporanga),-3.8509561999999997,-40.63864215
CE,Salgado dos Machados (Sobral),-3.7434377666666667,-39.71488133333333
CE,Salgado dos Mendes (Forquilha),-3.90733455,-39.44136325
CE,Salitre,-7.2440545,-40.4021192
CE,Salitre (Canindé),-4.0431172,-38.91981305
CE,Salão (Senador Sá),-3.3187993,-40.4312584
CE,Sambaíba (Granja),-3.4660550499999996,-39.733795549999996
CE,Santa Ana (Pacoti),-3.9615209,-38.709779100000006
CE,Santa Cruz do Banabuiú (Pedra Branca),-5.446971,-39.86065825
CE,Santa Felícia (Acopiara),-6.0838087,-39.5691841
CE,Santa Fé (Acaraú),-2.8880562,-40.1186767
CE,Santa Fé (Crato),-7.1962502,-39.472328399999995
CE,Santa Luzia (Jaguaruana),-4.83838555,-37.82869485
CE,Santa Luzia (Uruburetama),-3.6242211,-39.5063895
CE,Santa Quitéria,-8.74365094,-41.87150552
CE,Santa Rita (Choró),-13.498566799999999,-42.44534985
CE,Santa Tereza (Aracati),-4.566178300000001,-37.76750975
CE,Santa Tereza (Croatá),-4.399293350000001,-40.985909050000004
CE,Santa Tereza (Tauá),-5.8798405,-40.39995665
CE,Santana (Crateús),-4.45230485,-39.57545195
CE,Santana do Acaraú,-3.46059275,-40.20885215
CE,Santana do Cariri,-7.18834855,-39.7564953
CE,Santarém (Orós),-6.1888337,-38.92920135
CE,Santo André (Penaforte),-15.7519347,-42.80839325
CE,Santo Antônio (Acopiara),-4.93523875,-39.0484488
CE,Santo Antônio (Ararendá),-4.3373521,-39.6742609
CE,Santo Antônio (Barro),-7.153212549999999,-38.8316989
CE,Santo Antônio (Crateús),-4.45317595,-39.597696400000004
CE,Santo Antônio da Pindoba (Ibiapina),-3.9639924,-41.0192349
CE,Santo Antônio dos Fernandes (Meruoca),-3.5625644000000003,-40.45371565
CE,Sapo (Santana do Acaraú),-3.4604963,-40.2078191
CE,Sapupara (Maranguape),-3.9475794,-38.740719150000004
CE,Saquinho (Jaguaruana),-4.8235918,-37.75870745
CE,Sebastião de Abreu (Pentecoste),-3.8253803,-39.3030023
CE,Senador Pompeu,-5.58576075,-39.371650349999996
CE,Senador Sá,-3.3357067999999996,-40.4474785
CE,Sereno de Cima (Ocara),-4.45314235,-39.75260075
CE,Serra do Félix (Beberibe),-3.9516307499999996,-38.3219811
CE,Serragem (Ocara),-4.4629676499999995,-38.5576789
CE,Serrota (Barro),-7.1658959,-38.7793497
CE,Serrota (Senador Sá),-3.3187993,-40.4312584
CE,Serrote (Iguatu),-6.3587958,-39.298059
CE,Serrote (São Gonçalo do Amarante),-3.6079138000000004,-38.9679887
CE,Serrote do Meio (Itapajé),-3.71937385,-39.59208365
CE,Simão (Porteiras),-7.53020205,-39.1102031
CE,Sitiá (Banabuiú),-4.52270075,-38.7841846
CE,Siupê (São Gonçalo do Amarante),-3.6072866,-38.9683884
CE,Sobral,-3.7081924268162365,-40.24982411506413
CE,Soledade (Itapajé),-3.71937385,-39.59208365
CE,Solidão (Acopiara),-6.0898873,-39.51131015
CE,Solonópole,-5.73190745,-39.0081994
CE,Suassurana (Iguatu),-6.366330400000001,-39.30056305
CE,Sucatinga (Beberibe),-4.22362065,-38.09188185
CE,Sucesso (Tamboril),-4.88866885,-40.4292554
CE,Sussuanha (Guaraciaba do Norte),-4.19201085,-39.726332549999995
CE,São Bartolomeu (Cariús),-5.1299578,-39.05002005
CE,São Benedito,-4.045517175,-40.86531435
CE,São Bernardo (Quixadá),-4.96732865,-39.02639205
CE,São Domingos (Caridade),-4.1575265,-39.1127352
CE,São Felipe (Brejo Santo),-7.32455985,-38.88623255
CE,São Felix (Mauriti),-7.3182681,-38.767438600000006
CE,São Francisco (Meruoca),-3.5622155500000003,-40.4529127
CE,São Francisco (Quiterianópolis),-5.8455659,-40.7036966
CE,São Gonçalo do Umari (Mombaça),-5.712528900000001,-39.531791600000005
CE,São Joaquim (Umirim),-3.69917655,-39.41600785
CE,São Joaquim do Salgado (Senador Pompeu),-4.66500755,-39.0096013
CE,São José (Abaiara),-7.3526403,-39.0502353
CE,São José (Ipueiras),-4.56986925,-40.95607335
CE,São José (Iracema),-5.7428356,-38.3587174
CE,São José (Palhano),-4.2462387,-38.3050814
CE,São José (Saboeiro),-5.13879315,-39.1671243
CE,São José das Lontras (Ipueiras),-4.62044515,-40.80950345
CE,São José de Solonópole (Solonópole),-5.817184599999999,-39.10719985
CE,São José do Lagamar (Jaguaruana),-4.81344195,-37.7630406
CE,São José do Torto (Sobral),-3.70125305,-40.35870165
CE,São João (Ererê),-4.6100021,-39.10607845
CE,São João de Deus (Russas),-4.8765947999999995,-38.0857293
CE,São João do Amanari (Maranguape),-3.9559542,-38.74189185
CE,São João do Jaguaribe,-5.26865785,-38.268823499999996
CE,São João dos Queiroz (Quixadá),-4.9281532,-38.9511926
CE,São Luís do Curu,-3.6602845,-39.249184549999995
CE,São Miguel (Mauriti),-7.3593657,-38.7180735
CE,São Miguel (Quixeramobim),-5.2682123,-39.404792549999996
CE,São Paulinho (Acopiara),-6.1271888,-39.611845599999995
CE,São Pedro (Paracuru),-3.4454670500000004,-39.10274355
CE,São Pedro do Gavião (Tururu),-3.5868131500000002,-39.42823535
CE,São Pedro do Norte (Jucás),-6.45124005,-39.5293786
CE,São Pedro do Norte (Nova Russas),-4.23280205,-39.536768050000006
CE,São Raimundo (Novo Oriente),-5.1590262,-40.6560051
CE,São Romão (Altaneira),-6.988451,-39.7484115
CE,São Roque (Croatá),-5.824233250000001,-40.1593399
CE,São Sebastião (Baturité),-4.36205375,-38.856471299999995
CE,São Sebastião (Cariús),-5.9212513,-39.20801245
CE,São Tomé (Itapajé),-3.71937385,-39.59208365
CE,São Vicente (Icó),-6.4026236,-38.8591633
CE,São Vicente (Mombaça),-5.712528900000001,-39.531791600000005
CE,Sítio Alegre (Morrinhos),-5.64912715,-39.23696355
CE,Sítios Novos (Caucaia),-3.6159058,-38.87196815
CE,Tabainha (Tianguá),-3.7301979000000003,-40.997516250000004
CE,Taboleiro (Antonina do Norte),-6.7695938,-39.987328
CE,Tabuleiro do Norte,-5.270121700000001,-38.07505425
CE,Tamboril,-4.83236035,-40.31992425
CE,Tangente (Massapê),-3.5099484,-40.426757949999995
CE,Tanques (Maranguape),-3.8853267000000002,-38.6725581
CE,Tapera (Aquiraz),-3.9751546,-38.3961482
CE,Taperuaba (Sobral),-3.7430168999999998,-40.48921845
CE,Tapuiara (Quixadá),-5.005428333333334,-38.98168776666666
CE,Tapuio (Cariré),-4.00209935,-40.49533415
CE,Targinos (Canindé),-4.35919825,-39.3132424
CE,Tarrafas,-6.7004455,-39.72567245
CE,Taua,-6.0017099,-40.2948946
CE,Tauá,-5.60566564,-39.91625429999999
CE,Taíba (São Gonçalo do Amarante),-3.6072866,-38.9683884
CE,Tejuçuoca,-3.9894218,-39.5789787
CE,Tianguá,-3.69317575,-40.97225268333333
CE,Timbaúba dos Marinheiros (Chorozinho),-4.0170473,-38.5736433
CE,Timonha (Granja),-3.46239205,-39.7093086
CE,Tipi (Aurora),-6.95521525,-38.89685125
CE,Tomé (Quixeré),-5.0728291,-37.9894863
CE,Trairi,-3.2554235333333335,-39.333945199999995
CE,Trapiá (Forquilha),-3.90733455,-39.44136325
CE,Trapiá (Santa Quitéria),-4.2584344000000005,-40.237259249999994
CE,Trapiá (Sobral),-3.701499,-40.3496894
CE,Trici (Tauá),-4.896544766666667,-40.34536656666667
CE,Triunfo (Nova Olinda),-7.092707450000001,-39.6802294
